Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
TheVanguardGroupInc,,10/1/2014,9/9/2013,,Indiana,1,,
ThomsonReuters,,7/10/2014,2/1/2014,,Indiana,2,,
TimMcCoyAssociates,,9/15/2014,8/27/2014,,Indiana,247,,
TotalBank,,7/9/2014,,,Indiana,11,,
TREMEC,,9/8/2014,7/10/2014,,Indiana,14,,
Tri-LakesMedicalCenter-SecurityBreach,,1/9/2014,9/20/2013,,Indiana,1,,
TrusteesofIndianaUniversity,,4/7/2014,3/27/2014,,Indiana,4,,
UILHoldingsCorporation,,9/30/2014,9/13/2014,,Indiana,2,,
Union Hospital,,7/23/2014,7/14/2014,,Indiana,2,,
Union Hospital,,7/16/2014,6/6/2014,,Indiana,2,,
UnionTownshipSchoolCorporation,,6/27/2014,6/16/2014,,Indiana,1236,,
UnitedConsumersClub,,9/18/2014,,,Indiana,414,,
UnitedStatesFireInsuranceCompanyFairmontSpecialty,,8/21/2014,4/9/2014,,Indiana,5,,
UnitedStatesFundforUNICEF-SecurityBreach,,1/6/2014,11/4/2013,,Indiana,11,,
UniversityofKentucky-UKHealthCare,,3/31/2014,2/4/2014,,Indiana,2,,
UnumGroup,,1/10/2014,,,Indiana,50,,
UpdateLegal,,12/18/2013,,,Indiana,1,,
USA Funds,,7/25/2014,6/10/2014,,Indiana,1,,
USAA Federal Savings Bank*,,10/2/2014,1/20/2014,,Indiana,4,,
USIIndustrialServicesInc,,10/9/2014,8/19/2014,,Indiana,1,,
USInfoSearch,,,,,Indiana,,,
USInvestigationsServicesLLC,,10/28/2014,12/20/2013,,Indiana,317,,
Valeritas,,9/23/2014,7/16/2014,,Indiana,4,,
VendersExchangeInternational,,7/17/2014,6/25/2014,,Indiana,1,,
VerizonCorporateServicesGroupInc,,2/25/2014,1/20/2014,,Indiana,1,,
VFW,,4/11/2014,3/4/2014,,Indiana,1391,,
Viator,,9/22/2014,,,Indiana,4699,,
VibramUSAInc-SecurityBreach,,8/5/2014,6/6/2014,,Indiana,81,,
Visionworks,,11/21/2014,6/15/2014,,Indiana,6,,
Visionworks,,11/24/2014,9/25/2014,,Indiana,14,,
Walgreens,,5/27/2014,3/3/2014,,Indiana,1,,
Wellca,,2/21/2014,12/22/2013,,Indiana,2,,
WestPublishingCorporation,,11/4/2014,10/14/2014,,Indiana,21,,
WhiteLodgingServicesCorporation,,2/6/2014,3/20/2013,,Indiana,,,
WillisNorthAmericaIncMedicalExpenseBenefitPlan,,4/21/2014,3/20/2014,,Indiana,9,,
Yandycom,,9/8/2014,5/28/2014,,Indiana,603,,
(DOR) Indiana Department of Revenue,,7/6/2015,,,Indiana,40,,
2020Communications,,8/3/2015,,,Indiana,2,,
AbercrombieFitch,,4/17/2015,,,Indiana,3,,
AcclaimTechnicalServicesInc,,12/23/2015,,,Indiana,5,,
ACESurgicalSupplyCoInc,,9/15/2015,,,Indiana,15,,
ActavisInc,,10/1/2015,,,Indiana,104,,
AcuityAMututalInsuranceCompany,,4/23/2015,,,Indiana,1,,
Adreima,,11/5/2015,,,Indiana,3,,
AdvantageDental,,3/18/2015,,,Indiana,7,,
AeroGrowInternationalInc,,6/3/2015,,,Indiana,688,,
AetnaLifeInsuranceCompany-Breach Notification,,1/8/2015,,,Indiana,4,,
AFLAC,,11/20/2015,,,Indiana,1,,
Aflac,,11/10/2015,,,Indiana,4,,
AFLAC,,10/19/2015,,,Indiana,1,,
AFLAC,,7/15/2015,,,Indiana,6,,
AkronInc,,6/4/2015,,,Indiana,5,,
AKSteelCorporation,,5/8/2015,,,Indiana,3,,
AlfaVisionInsuranceCoandAlfaSpecialtyInsuranceCorp,,7/10/2015,,,Indiana,2231,,
AlinMachiningCompanyInc-Breach Notification,,1/12/2015,,,Indiana,21,,
AllegisGroupInc,,6/8/2015,,,Indiana,2,,
AllenTateMortgageServicesInc,,11/20/2015,,,Indiana,1,,
AltaSkiLiftsCo,,3/9/2015,,,Indiana,1,,
AltaSkiLiftsCo,,3/9/2015,,,Indiana,1,,
AmedisysInc-Breach Notification,,3/2/2015,,,Indiana,131,,
AmeriFirstFinancialCorporation-DataBreach,,8/19/2015,,,Indiana,1,,
AmeripriseFinancialInc,,4/24/2015,,,Indiana,2,,
AmeripriseFinancialInc-Breach Notification,,2/25/2015,,,Indiana,1,,
AmeripriseFinancialInc-Breach Notification,,3/18/2015,,,Indiana,1,,
AmiciCellars,,6/18/2015,,,Indiana,3,,
AmstedRail,,3/19/2015,,,Indiana,850,,
Anheuser-BuschCompaniesLLC,,7/9/2015,,,Indiana,3,,
AnthemBlueCross&BlueShield-Breach Notification,,2/9/2015,,,Indiana,,,
AnthemBlueCrossandBlueShield,,11/20/2015,,,Indiana,1,,
AOLInc,,12/22/2015,,,Indiana,2,,
AonCorporation,,10/13/2015,,,Indiana,1,,
AONHewitt,,7/2/2015,,,Indiana,1,,
AONHewitt,,8/28/2015,,,Indiana,4,,
AppleAmericanGroupLLC,,3/15/2015,,,Indiana,3058,,
ArtofTea-Breach Notification,,12/31/2014,,,Indiana,16,,
AscensusInc-DataBreach,,5/27/2015,,,Indiana,16,,
AscensusInc-DataBreach,,2/6/2015,,,Indiana,2,,
AscensusInc-DataBreach,,9/24/2015,,,Indiana,468,,
AscensusInc-DataBreach,,3/4/2015,,,Indiana,1,,
AscensusInc-DataBreach,,1/23/2015,,,Indiana,1,,
ATT-Breach Notification,,12/19/2014,,,Indiana,5,,
AuburnUniversity,,4/1/2015,,,Indiana,1038,,
AuroraHealthCareInc,,3/10/2015,,,Indiana,4,,
AustinPowderCompany,,4/7/2015,,,Indiana,66,,
AutoCareAssociation,,10/13/2015,,,Indiana,8,,
AutomotiveRecoveryServicesInc,,7/6/2015,,,Indiana,1953,,
BankersLifeandCasualtyCompany,,9/3/2015,,,Indiana,1,,
BankoftheWest,,3/24/2015,,,Indiana,62,,
BarbecueRenewInc-Breach Notification,,1/16/2015,,,Indiana,815,,
BeaconBroadwayLLC,,4/17/2015,,,Indiana,,,
BeaconHealthSystem-Breach Notification,,3/9/2015,,,Indiana,,,
BeckerMayerLLCSmartLabToys,,9/28/2015,,,Indiana,1,,
BedBathBeyondInc,,9/28/2015,,,Indiana,1,,
BedBathBeyondInc-Breach Notification,,2/26/2015,,,Indiana,1,,
Betterbee,,3/16/2015,,,Indiana,5,,
BigFishGames-Breach Notification,,2/10/2015,,,Indiana,499,,
BigIdeaEntertainment,,5/8/2015,,,Indiana,1,,
BLaneInc,,11/13/2015,,,Indiana,112,,
BlueCrossBlueShieldofMichigan-Breach Notification,,3/23/2015,,,Indiana,11,,
BlueCrossBlueShieldofMichigan-Breach Notification,,1/8/2015,,,Indiana,1,,
BlueRiverServicesInc,,11/19/2015,,,Indiana,55,,
BlueSkyCasino-Breach Notification,,1/23/2015,,,Indiana,54624,,
BlueSpringsPartners,,7/21/2015,,,Indiana,481,,
BMV,,12/2/2015,,,Indiana,1,,
BMV-Breach Notification,,6/17/2015,,,Indiana,1,,
BMV-Breach Notification,,1/28/2015,,,Indiana,1,,
BrandeisUniversity,,11/12/2015,,,Indiana,26,,
BrunswickHotelTavern,,8/21/2015,,,Indiana,4,,
BulkReefSupply-Breach Notification,,2/27/2015,,,Indiana,360,,
CainVineyardandWinery,,6/18/2015,,,Indiana,16,,
CareFirstBlueCrossBlueShield,,5/21/2015,,,Indiana,20,,
"CatenacciMarkowitzDelandriRosnerCompanyCertifiedPublicAccou
ntants",,12/15/2015,,,Indiana,2,,
CBCRestaurantCorporation,,12/18/2015,,,Indiana,7,,
CenterraGroupLLC,,12/14/2015,,,Indiana,2,,
CFIndustriesHoldingsInc,,6/4/2015,,,Indiana,6,,
Charles Schwab Co. Inc,,5/21/2015,,,Indiana,1,,
CharleskrugWinery,,6/10/2015,,,Indiana,15,,
CharlesSchwabCoInc,,8/27/2015,,,Indiana,1,,
Children'sBureauInc,,5/27/2015,,,Indiana,1,,
Children'sHeartCenter,,4/3/2015,,,Indiana,1,,
ChubbSon-Breach Notification,,2/2/2015,,,Indiana,1,,
CICSEmploymentServicesInc-Breach Notification,,1/31/2015,,,Indiana,69,,
CitibankNA-Breach Notification,,3/6/2015,,,Indiana,1,,
CitibankNA-Breach Notification,,9/17/2015,,,Indiana,1,,
CitiesServiceLLC,,4/29/2015,,,Indiana,7,,
CityWinery,,3/16/2015,,,Indiana,9,,
ClayCountyChildSupportDivision,,7/23/2015,,,Indiana,1,,
ClifBarFamilyWineryfFarmLLC,,6/10/2015,,,Indiana,31,,
CoastalInternationalSecurityInc,,4/6/2015,,,Indiana,4,,
ColaColaCPA's,,12/15/2015,,,Indiana,2,,
ColumbiaThreadneedleInvestments,,11/9/2015,,,Indiana,1,,
ColumbusRegionalHealthPhysicians-Breach Notification,,5/1/2015,,,Indiana,1,,
ColumbusRegionalHealthPhysicians-Breach Notification,,12/23/2014,,,Indiana,1,,
CommunityHealthNetwork,,10/19/2015,,,Indiana,1,,
CommunityHealthNetwork,,8/4/2015,,,Indiana,2,,
CommunityHealthNetwork,,4/18/2015,,,Indiana,1,,
CommunityHealthNetwork,,8/20/2015,,,Indiana,1,,
CommunityHealthNetwork,,7/20/2015,,,Indiana,1,,
CommunityHealthNetwork,,7/24/2015,,,Indiana,1,,
CommunityHealthNetwork,,10/14/2015,,,Indiana,2,,
CommunityHealthNetwork,,10/14/2015,,,Indiana,2,,
CommunityHealthNetwork,,9/14/2015,,,Indiana,1,,
CommunityHealthNetwork-Breach Notification,,1/30/2015,,,Indiana,4,,
CommunityHealthNetwork-Breach Notification,,2/2/2015,,,Indiana,18,,
CompassUSAGroup,,4/24/2015,,,Indiana,,,
ConcordiaPlanServices,,4/15/2015,,,Indiana,22,,
CopartInc,,5/27/2015,,,Indiana,1392,,
CorisonWinery,,6/18/2015,,,Indiana,49,,
CostcoPhotoCenter,,9/22/2015,,,Indiana,1618,,
CottageHealthSystem,,12/3/2015,,,Indiana,1,,
CountryLifeInsuranceCompany,,6/1/2015,,,Indiana,7,,
CovantaProjectsLLC,,6/10/2015,,,Indiana,2,,
CovenantCare-MarionRehabilitationAssistedLivingCenter,,3/30/2015,,,Indiana,3,,
CoWorxStaffingServices,,8/13/2015,,,Indiana,,,
CPFranchisingLLC-Breach Notification,,2/25/2015,,,Indiana,,,
CVSPharmacyInc,,9/11/2015,,,Indiana,10928,,
DeaconessCompCenter-Breach Notification,,1/5/2015,,,Indiana,1,,
DeaconessHospital-DataBreach,,6/11/2015,,,Indiana,2,,
DelawareDepartmentofJustice,,3/25/2015,,,Indiana,,,
DentalCeramicsInc,,9/11/2015,,,Indiana,1,,
DepartmentofChildServices-ChildSupportBureau,,9/23/2015,,,Indiana,,,
DepartmentofChildServices-ChildSupportBureau,,10/2/2015,,,Indiana,1,,
DianeJRattsConsultingInc,,9/24/2015,,,Indiana,1,,
DigitalTheatreLLC,,10/28/2015,,,Indiana,106,,
DirectMarketingAssociation-Breach Notification,,1/28/2015,,,Indiana,2,,
DonelanFamilyWinesLLC,,6/18/2015,,,Indiana,6,,
DoubletreeSuitesbyHiltonWaltDisneyWorld,,4/1/2015,,,Indiana,2,,
DouglasLDyeCPAPC,,12/21/2015,,,Indiana,,,
DowCorningCorporation,,10/30/2015,,,Indiana,717,,
DowJonesCompanyInc,,10/9/2015,,,Indiana,37,,
DukeEnergyProgressInc,,8/3/2015,,,Indiana,1,,
DungareesLLC,,12/22/2015,,,Indiana,218,,
DungareesLLC,,6/19/2015,,,Indiana,229,,
EarlhamCollege,,6/12/2015,,,Indiana,1,,
eb5Corporation,,9/25/2015,,,Indiana,8,,
EidPassportInc-Breach Notification,,3/2/2015,,,Indiana,1,,
eMinorIncorporateddbaReverbNation,,9/2/2015,,,Indiana,3,,
EmpiIncDJOLLC-Breach Notification,,12/26/2014,,,Indiana,1,,
EquifaxInc,,4/2/2015,,,Indiana,36,,
EssexPropertyTrustInc,,4/1/2015,,,Indiana,23,,
EsuranceInsuranceServicesInc,,5/12/2015,,,Indiana,1,,
ExamOne,,10/30/2015,,,Indiana,2,,
ExamOne,,9/1/2015,,,Indiana,1,,
ExamOne,,10/15/2015,,,Indiana,1,,
ExamOne-Breach Notification,,2/12/2015,,,Indiana,5,,
ExamOne-Breach Notification,,2/10/2015,,,Indiana,1,,
ExamOne-Breach Notification,,3/13/2015,,,Indiana,1,,
ExamOne-Breach Notification,,1/13/2015,,,Indiana,1,,
ExtractionOilGasLLC-Breach Notification,,2/27/2015,,,Indiana,2,,
EyeBuyDirectInc,,10/13/2015,,,Indiana,34,,
FaribaultWoolenMillsCompany-Breach Notification,,1/20/2014,,,Indiana,1,,
FarmersMerchantsBank,,6/2/2015,,,Indiana,78,,
FarmtoFeet,,12/23/2015,,,Indiana,4,,
FastForwardAcademyLLC-Breach Notification,,1/2/2015,,,Indiana,181,,
FidelityInvestments,,8/19/2015,,,Indiana,1,,
FidelityInvestments,,9/18/2015,,,Indiana,3,,
FidelityInvestments-Breach Notification,,3/17/2015,,,Indiana,1,,
FidelityInvestments-Breach Notification,,2/20/2015,,,Indiana,2,,
FidelityNationalFinancialInc,,4/10/2015,,,Indiana,1,,
FinancialCenterFirstCreditUnion,,4/27/2015,,,Indiana,10,,
FireKeepersCasinoHotel,,7/6/2015,,,Indiana,3286,,
FirstCommandFinancialServicesInc,,3/31/2015,,,Indiana,8,,
FirstTransitInc,,11/30/2015,,,Indiana,3,,
FisherVineyard,,6/18/2015,,,Indiana,19,,
FlewellingMittonPC,,12/28/2015,,,Indiana,1,,
FloraSpringsWineryandVineyards,,6/18/2015,,,Indiana,86,,
ForestCreekVillage,,3/20/2015,,,Indiana,1,,
FourWindsCasinoResort,,11/4/2015,,,Indiana,,,
FoxSports,,3/16/2015,,,Indiana,3,,
FranciscanPhysicianNetwork-Breach Notification,,2/13/2015,,,Indiana,1,,
FranciscanPhysicianNetwork-Breach Notification,,2/5/2015,,,Indiana,12,,
FranciscanStFrancisHealth,,10/6/2015,,,Indiana,1,,
FrankJMartinCompany,,9/22/2015,,,Indiana,6,,
FriasVineyards,,6/18/2015,,,Indiana,20,,
FSSA,,12/1/2015,,,Indiana,1,,
FSSA,,10/1/2015,,,Indiana,1,,
FSSA-Breach Notification,,2/11/2015,,,Indiana,1,,
FSSA-Breach Notification,,9/11/2015,,,Indiana,6,,
FSSA-Breach Notification,,6/3/2015,,,Indiana,1,,
FSSA-Breach Notification,,2/2/2015,,,Indiana,6,,
FSSA-Breach Notification,,4/9/2015,,,Indiana,1,,
FSSA-Breach Notification,,6/3/2015,,,Indiana,1,,
FSSA-Breach Notification,,6/9/2015,,,Indiana,6,,
FSSA-Breach Notification,,7/16/2015,,,Indiana,,,
GallagherPoolWealthManagementLLC,,4/24/2015,,,Indiana,1,,
GallantRiskInsuranceServicesInc,,6/3/2015,,,Indiana,1,,
GardenCreekVineyardsLLC,,6/18/2015,,,Indiana,3,,
GemstoneVineyards,,6/18/2015,,,Indiana,10,,
GeneralDynamicsInformationTechnologyInc,,6/30/2015,,,Indiana,1,,
GeneralMotorsCompany,,4/6/2015,,,Indiana,1,,
GenescoSportsEnterprisesInc-Breach Notification,,2/27/2015,,,Indiana,1,,
GeniusCentral,,6/8/2015,,,Indiana,9,,
Genworth,,8/19/2015,,,Indiana,1,,
GJPepsi-ColaBottlersInc,,3/10/2015,,,Indiana,6,,
GlamGlowLLC,,10/8/2015,,,Indiana,8,,
GoodwillofCentralIndianaIncNurse-FamilyPartnership,,11/23/2015,,,Indiana,1,,
GreenWaveScientificInc,,8/10/2015,,,Indiana,47,,
GreenwoodMeadows,,7/17/2015,,,Indiana,1,,
HardRockHotelCasino,,4/30/2015,,,Indiana,,,
HDISInc,,12/28/2015,,,Indiana,5,,
HeartlandCreditUnion-Breach Notification,,1/6/2014,,,Indiana,6,,
HeartlandDentalCare,,6/2/2015,,,Indiana,3197,,
HeitzWineCellars,,6/18/2015,,,Indiana,32,,
HersheyEntertainmentResortsCompany,,7/10/2015,,,Indiana,170,,
HiltonWorldwideInc,,11/24/2015,,,Indiana,,,
HolidayInnExpressSuites,,8/21/2015,,,Indiana,10,,
Honig'sWhistleStop,,5/12/2015,,,Indiana,264,,
HotelBeacon,,4/17/2015,,,Indiana,8,,
HSBCBank-SecurityBreach,,4/10/2015,,,Indiana,2507,,
HSBCBankUSANationalAssociation,,7/24/2015,,,Indiana,8,,
HSBCBankUSANationalAssociation,,12/3/2015,,,Indiana,3,,
HuneeusVintnersLLC,,6/15/2015,,,Indiana,107,,
IDEM-SecurityBreach,,7/6/2015,,,Indiana,37,,
IDEM-SecurityBreach,,8/14/2015,,,Indiana,1,,
IDPartsLLC-Breach Notification,,12/22/2014,,,Indiana,269,,
IndianaDepartmentofInsurance-SecurityBreach,,7/9/2015,,,Indiana,1,,
IndianaDepartmentofRevenue-Breach Notification,,1/7/2015,,,Indiana,0,,
IndianaDepartmentofRevenueDOR,,6/22/2015,,,Indiana,1262,,
IndianaSecretaryofState'sSecuritiesDivision-Breach Notification,,3/12/2015,,,Indiana,,,
IndianaStateMedicalAssociation-Breach Notification,,3/6/2015,,,Indiana,28124,,
IndianaStatePersonnelDepartment-SecurityBreach,,5/18/2015,,,Indiana,1,,
IndianaUniversitySouthBendCampus-Breach Notification,,2/25/2015,,,Indiana,1,,
IndyScreamPark-Breach Notification,,,,,Indiana,324,,
IndySouthsideSurgical,,7/6/2015,,,Indiana,28,,
InsuranceServicesOfficeInc,,6/13/2015,,,Indiana,10,,
IntegratedListeningSystemsLLC,,11/13/2015,,,Indiana,14,,
InterlineBrandsInc,,8/28/2015,,,Indiana,6,,
InterstitialCystitsNetwork,,10/26/2015,,,Indiana,38,,
IntimacyManagementCompany,,6/4/2015,,,Indiana,22,,
IntuitInc,,10/27/2015,,,Indiana,6,,
IntuitInc,,11/17/2015,,,Indiana,71,,
IntuitInc,,12/23/2015,,,Indiana,2,,
IntuitInc,,11/25/2015,,,Indiana,6,,
IntuitInc,,12/4/2015,,,Indiana,2,,
IntuitInc-Breach Notification,,2/15/2015,,,Indiana,91,,
IntuitInc-Breach Notification,,4/7/2015,,,Indiana,618,,
JemroseLLCdbaJemroseWines,,6/18/2015,,,Indiana,3,,
JessupCellarsdbaTheGoodLifeWineCollection,,6/18/2015,,,Indiana,95,,
JohnCarrollUniversity,,10/5/2015,,,Indiana,3,,
JonesLangLaSalleAmericasInc,,5/29/2015,,,Indiana,14,,
KanzlerVineyards,,6/18/2015,,,Indiana,5,,
KeenanAssociates,,12/1/2015,,,Indiana,431,,
KelloggAndelsonGlobalManagement,,4/10/2015,,,Indiana,3,,
Knit-RiteInc,,11/24/2015,,,Indiana,26,,
Kohl'sDepartmentStoresInc.,,9/29/2015,,,Indiana,4,,
Kohl'sDepartmentStoresInc-Breach Notification,,3/16/2015,,,Indiana,10,,
KostaBrowneWineryLLC,,6/5/2015,,,Indiana,69,,
KraftMusicLTD-Breach Notification,,3/3/2015,,,Indiana,31,,
LaJollaGroupInc-Breach Notification,,12/31/2014,,,Indiana,39,,
LandoLawFirmLLC,,9/4/2015,,,Indiana,5,,
LarkmeadVineyardsVinterGrower,,6/18/2015,,,Indiana,62,,
LatexConstructionCompany,,7/7/2015,,,Indiana,1,,
LawEnforcementTargets,,3/23/2015,,,Indiana,7,,
LCIndustries,,7/22/2015,,,Indiana,1,,
LCIndustries,,6/19/2015,,,Indiana,45,,
Learningcom,,6/12/2015,,,Indiana,1,,
LibertyTaxService,,,,,Indiana,1,,
LifeViewOutdoors,,5/19/2015,,,Indiana,3,,
LimeCrimeInc-Breach Notification,,2/24/2015,,,Indiana,563,,
LinRRogersElectricalContractorsInc,,8/21/2015,,,Indiana,10,,
LoaderPartsSourceInc-Breach Notification,,1/26/2015,,,Indiana,9,,
LokaiHoldingsLLC-Breach Notification,,12/24/2014,,,Indiana,1673,,
MaineOfficeofSecurities,,3/22/2015,,,Indiana,,,
MamaMioUSInc,,8/4/2015,,,Indiana,39,,
ManchesterHotelHospitalityLLC,,6/23/2015,,,Indiana,97,,
MandarinOriental,,7/10/2015,,,Indiana,99,,
MarianUniversity,,10/16/2015,,,Indiana,9,,
Mark Turner,,2/26/2015,,,Indiana,1,,
MarriottInternational,,10/19/2015,,,Indiana,1,,
MartinelliWinery,,6/18/2015,,,Indiana,32,,
MassachusettsMutualLifeInsuranceCompany,,3/19/2015,,,Indiana,6,,
MassachusettsMutualLifeInsuranceCompany,,7/27/2015,,,Indiana,7,,
MatsonNavigationCompanyInc,,12/23/2015,,,Indiana,42,,
Mayer-Johnsoncom,,12/9/2015,,,Indiana,3,,
McDermottWillEmery-Breach Notification,,2/27/2015,,,Indiana,,,
MedicalInformaticsEngineeringandNoMoreClipboard,,6/18/2015,,,Indiana,1498970,,
MicrofLLC,,10/30/2015,,,Indiana,1,,
Mid-AmericaApartmentCommunitiesInc,,5/13/2015,,,Indiana,18,,
Mid-StateTechnicalCollege,,9/4/2015,,,Indiana,2,,
MidwesternUnitedLifeInsurance-Breach Notification,,12/29/2014,,,Indiana,4,,
MilestoneNospitalityManagementLLC,,8/14/2015,,,Indiana,21,,
MilkNursingwear,,8/21/2015,,,Indiana,3,,
MinnesotaLifeInsuranceCo,,12/18/2015,,,Indiana,8,,
MinnesotaLifeInsuranceCo,,6/16/2015,,,Indiana,1,,
ModSpace-Breach Notification,,1/26/2015,,,Indiana,4,,
MomentivePerformanceMaterials,,4/1/2015,,,Indiana,108,,
MonsmaMarketingCorporation,,9/9/2015,,,Indiana,15,,
MontefioreHealthSystem,,6/18/2015,,,Indiana,1,,
MonticelloHealthcare,,6/2/2015,,,Indiana,2,,
MUJI,,12/2/2015,,,Indiana,,,
NationalAmericanUniversity,,7/2/2015,,,Indiana,4,,
NationstarMortgageLLC,,8/12/2015,,,Indiana,1,,
Nelnet,,4/28/2015,,,Indiana,1,,
NestleUSA,,5/15/2015,,,Indiana,1,,
NestleUSA,,8/26/2015,,,Indiana,1,,
NewEnglandCalendarandNoveltyCompany,,12/7/2015,,,Indiana,9,,
NewHorizonsComputerLearningCentersInc,,7/10/2015,,,Indiana,252,,
NewJerseyBureauofSecurities,,4/1/2015,,,Indiana,,,
NewtonRunningCompany,,8/11/2015,,,Indiana,2,,
NexientLLC,,7/10/2015,,,Indiana,54,,
NiteIzeInc,,3/27/2015,,,Indiana,750,,
NobleHouseHotelsandResorts,,10/22/2015,,,Indiana,102,,
NobleHouseHotelsandResorts,,11/13/2015,,,Indiana,275,,
NoMoreClipboardcom,,,,,Indiana,,,
NorthCarolinaStateUniversity,,7/20/2015,,,Indiana,16,,
NovaSoutheasternUniversity,,11/16/2015,,,Indiana,1,,
NuanceCommunicationsInc,,3/20/2015,,,Indiana,35,,
OHMuhlenbergLLC,,11/13/2015,,,Indiana,1109,,
OneHourHeatingAirConditioning118,,8/7/2015,,,Indiana,1,,
OneStopParking,,3/17/2015,,,Indiana,347,,
OppenheimerFunds-Breach Notification,,4/3/2015,,,Indiana,6,,
OppenheimerFunds-Breach Notification,,4/8/2015,,,Indiana,27,,
OppenheimerFunds-Breach Notification,,2/18/2015,,,Indiana,2,,
OppenheimerFunds-Breach Notification,,2/2/2015,,,Indiana,1,,
OppenheimerFunds-Breach Notification,,1/15/2015,,,Indiana,130,,
OptumRxHomeDeliveryPharmacy,,5/19/2015,,,Indiana,1,,
OrindaUnionSchoolDistrict,,5/5/2015,,,Indiana,1,,
OrthoIndy,,4/13/2015,,,Indiana,15,,
OrthopaedicsIndianapolisInc,,8/14/2015,,,Indiana,1,,
OsteoMed,,10/20/2015,,,Indiana,11,,
OtsukaAmerica-Breach Notification,,1/29/2015,,,Indiana,8,,
PackersSanitationServicesIncLTD-Breach Notification,,2/10/2015,,,Indiana,103,,
PalmazVineyards,,6/18/2015,,,Indiana,46,,
Park'NFly-Breach Notification,,12/31/2014,,,Indiana,203,,
PaycorInc,,6/4/2015,,,Indiana,11,,
PaycorInc,,12/17/2015,,,Indiana,1,,
PeabodyEnergy,,3/20/2015,,,Indiana,5,,
PeaceofMindBrainInjuryServicesInc-Breach Notification,,2/27/2015,,,Indiana,1,,
PeggyEOlsonCPA,,10/9/2015,,,Indiana,2,,
PentairThermalManagement,,7/9/2015,,,Indiana,1,,
PeppermillCasinosInc,,10/13/2015,,,Indiana,17,,
PercheronLLC-Breach Notification,,2/25/2015,,,Indiana,4,,
PersonalFinanceCoLLC,,11/16/2015,,,Indiana,1,,
PeterMichaelWinery's,,6/12/2015,,,Indiana,35,,
PhoenixHouseFoundationInc-Breach Notification,,2/5/2014,,,Indiana,,,
PhysiciansHealthPlanofNorthernIndiana,,12/21/2015,,,Indiana,1708,,
PiechSalesCompanyLLC-Breach Notification,,1/14/2015,,,Indiana,118,,
PNCFinancialServicesGroup-Breach Notification,,2/20/2015,,,Indiana,,,
PrecisionResourceCompany,,12/3/2015,,,Indiana,2,,
PrideMountainVineyards,,6/18/2015,,,Indiana,97,,
PrimaryCapitalMortgageLLC,,8/19/2015,,,Indiana,1,,
PurdueUniversity,,4/7/2015,,,Indiana,1,,
QuadGraphics,,8/14/2015,,,Indiana,2,,
RadioShack,,,,,Indiana,,,
RansomedHeartMinistries,,7/17/2015,,,Indiana,25,,
RBSKPartnersPC,,8/4/2015,,,Indiana,8,,
RedDressBoutique,,10/1/2015,,,Indiana,4,,
RegionsBank,,5/11/2015,,,Indiana,29,,
ReprisVineyards,,6/18/2015,,,Indiana,70,,
RetailCapitalLLC,,4/1/2015,,,Indiana,12,,
RhysVineyards,,6/18/2015,,,Indiana,12,,
RiteAidCorporation,,9/22/2015,,,Indiana,149,,
RiverValleyResourcesInc,,7/16/2015,,,Indiana,104,,
RocheDiagnosticsOperationsInc-Breach Notification,,12/23/2014,,,Indiana,34,,
RombauerVineyardsInc,,6/11/2015,,,Indiana,24,,
RosegateVillage-Breach Notification,,1/21/2015,,,Indiana,74,,
RoundpointMortgageServicingCorporation,,6/9/2015,,,Indiana,,,
RoundPondEstate,,6/18/2015,,,Indiana,88,,
SalinBankandTrustCompany,,6/25/2015,,,Indiana,0,,
SalinBankandTrustCompany,,6/25/2015,,,Indiana,25,,
SallyBeautyHoldingsInc,,5/28/2015,,,Indiana,62610,,
SaltLakeCounty,,10/9/2015,,,Indiana,3,,
SamelaIncdbaNorthShoreCareSupply,,10/8/2015,,,Indiana,184,,
SASSafetyCorp,,12/24/2015,,,Indiana,4,,
SaveandVaultStorecom,,5/21/2015,,,Indiana,2,,
SchlageLockCompanyLLC,,10/9/2015,,,Indiana,2,,
SchlageLockCompanyLLC,,10/13/2015,,,Indiana,1010,,
ScottradeFinancialServicesInc,,9/25/2015,,,Indiana,16,,
ScottradeInc,,10/1/2015,,,Indiana,105152,,
SeattleChocolatesCompany,,11/16/2015,,,Indiana,4,,
SelectComfort-Breach Notification,,2/27/2015,,,Indiana,3,,
ShellVacationsClub,,3/6/2015,,,Indiana,93,,
ShorePowerInc,,7/29/2015,,,Indiana,1,,
SignatorInvestorsInc,,4/28/2015,,,Indiana,4,,
SignatureSystemsInc-Breach Notification,,,,,Indiana,,,
SignorelloEstate,,6/18/2015,,,Indiana,9,,
SilveradoVineyards,,6/18/2015,,,Indiana,27,,
SixRedMarbles-Breach Notification,,12/23/2014,,,Indiana,5,,
SmoothieKing,,6/22/2015,,,Indiana,1,,
SMSHospitalityLLC,,8/7/2015,,,Indiana,5,,
SooCo-opCreditUnion-Breach Notification,,1/14/2015,,,Indiana,2,,
SouthernNewHampshireMedicalCenter-Breach Notification,,2/20/2015,,,Indiana,2,,
SouthUniversity,,10/29/2015,,,Indiana,1,,
SpringMountainVineyard,,6/18/2015,,,Indiana,38,,
SpringstoneInc-Breach Notification,,12/17/2014,,,Indiana,31,,
SRI,,4/2/2015,,,Indiana,5393,,
