Year,Date Reported,Organization,PDF Link,Date of Incident,Date of Discovery,Residents Affected,Breach Type,Notes
2025,5-16-2025,Balance Autism,https://www.iowaattorneygeneral.gov/media/cms/5162025_Balance_Autism_412EACCC02B8B.pdf,,,,Unauthorized Access,"Edward J. Finn  Office: (267) 930-4776  Fax: (267) 930-4771  Email: efinn@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  May 16, 2025  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov  Re:  Notice of Data Event  To Whom It May Concern:  We represent Balance Autism, located at 1625 Adventureland Drive, Suite B Altoona, Iowa 50009, and  are writing to notify your office of an incident that may affect the security of certain personal  information relating to two thousand nine hundred thirty-one (2931) Iowa residents. Balance Autism  reserves the right to update this notification. By providing this notice, Balance Autism does not waive  any rights or defenses regarding the applicability of Iowa law, the applicability of the Iowa data event  notification statute, or personal jurisdiction.  Nature of the Data Event  On or a"
2025,5-19-2025,"Water Pro, Inc. dba Culligan Water Conditioning",https://www.iowaattorneygeneral.gov/media/cms/5192025_Water_Pro_Inc_ECD02D8C70349.pdf,,"February 9, 2025",,Theft,"        Sent: Wednesday, May 21, 2025 3:59 PM   Subject: Breach Notification   Good Afternoon,   Per the requirements of Iowa code, attached is redacted copy of Breach Notification that we are sending out to our customers.  Please feel free to reach out to me with any questions.   Sincerely,   Marc Daubitz   Water Pro, Inc. dba Culligan Water Conditioning 4855 Chandler Ct. Marion, IA  52302   Office:  (319) 377-6441   The information transmitted is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged material. If the reader of this message is not the intended recipient, you are hereby notified that your access is unauthorized, and any review, dissemination, distribution or copying of this message including any attachments is strictly prohibited. If you are not the intended recipient, please contact the sender and delete the material from any computer.     Water Pro Inc OBA Culligan Water Conditioning  c/o Cybcrscout  555 Monster"
2025,5-27-2025,LexisNexis Risk Solutions,https://www.iowaattorneygeneral.gov/media/cms/5272025_LexisNexis_Risk_Solutions_A666E69F878AB.pdf,,,,Theft,"  ATLANTA   AUSTIN   BANGKOK   BEIJING   BOSTON   BRUSSELS   CHARLOTTE   DALLAS   DUBAI   HOUSTON  LONDON   LOS ANGELES   MIAMI   NEW YORK   RICHMOND   SAN FRANCISCO   TOKYO   TYSONS   WASHINGTON, DC  www.Hunton.com          HUNTON ANDREWS KURTH LLP  200 PARK AVENUE  NEW YORK, NY 10166-0005      TEL 212 • 309 • 1000  FAX 212 • 309 • 1100          LISA J. SOTTO  DIRECT DIAL: 212 • 309 • 1223  EMAIL: lsotto@Hunton.com    FILE NO: 085185.0000017    May 27, 2025  Via Email (consumer@ag.iowa.gov)    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street   Des Moines, IA 50319    To Whom It May Concern:    In accordance with Iowa Code §§ 715C.1, 715C.2, I am writing on behalf of LexisNexis Risk  Solutions (“LNRS” or the “Company”) to notify you about the nature and circumstances of a  data security issue.    On April 1, 2025, LNRS learned that on December 25, 2024, an unauthorized third party  acquired certain LNRS data from"
2024,1-10-2024,Oak View Group,https://www.iowaattorneygeneral.gov/media/cms/1102024_Oak_View_Group_D85927C477C83.pdf,,,,,
2024,1-12-2024,"Milliman, Inc",https://www.iowaattorneygeneral.gov/media/cms/1122024_Milliman_Inc_8A09D82530069.pdf,,,,,"The Liberty Building, 420 Main St Suite 1110, Buﬀalo, New York 14202  716.898.2102    Buffalo  New York  Chicago  Washington D.C.   www.octillolaw.com  January 12, 2024  VIA EMAIL       Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA 50319  Email: consumer@ag.iowa.gov       Dear Sir or Madam:     On behalf of Milliman, Inc., (“Milliman”), whose office is located at 1301 5th Avenue, Suite 3800,  Seattle, WA 98101, and pursuant Iowa Law, Iowa Code Chapter 715C, this letter provides notice of a  recent data security incident.  This letter is also submitted on behalf of certain Milliman clients  identified in the attached Appendix A.  By providing this notice, Milliman does not waive any rights  or defenses regarding the applicability of Iowa law or personal jurisdiction.  Milliman provides administrative services to employee benefit and pension plan sponsors.  As part of  those services, Milliman ut"
2024,1-19-2024,"First Financial Security, Inc",https://www.iowaattorneygeneral.gov/media/cms/1192024_First_Financial_Security_In_E554F991F9FCD.pdf,,,,Ransomware,"2000 Market Street, Suite 2300, Philadelphia, PA 19103 (215) 575-2600  Fax (215) 575-0856 Direct Dial:  (215) 575-2615 Email:  djshannon@mdwcg.com January 19, 2024 VIA EMAIL (consumer@ag.iowa.gov) Consumer Protection Division Security Breach Notifications Office of the Attorney General of Iowa 1305 E. Walnut Street Des Moines, Iowa 50319-0106 Re: First Financial Security, Inc. – Data Incident Our File No. 41088-00250 Dear Sir or Madam: We are writing to notify you of a data security incident involving 1101 Iowa residents.  We are  submitting this notice on behalf of our client, First Financial Security, Inc. (“FFS”). FFS sells life insurance and  annuity products to consumers.   Nature Of The Security Breach  On October 17, 2023, FFS was the victim of a ransomware attack which its data protection team  discovered was an attempt to access and freeze all of the Information Systems Data. This included both  sensitive and non-sensitive data. The ransomware attack was not successful in free"
2024,1-22-2024,"Deli Management, Inc. dba Jason’s Deli",https://www.iowaattorneygeneral.gov/media/cms/1222024_Deli_Management_Inc_9DE51F5E75706.pdf,,,,Hacking,"      January 22, 2024        Consumer Protection Division                                                                 By Email:  consumer@ag.iowa.gov  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street     Des Moines, Iowa 50319-0106    To Whom It May Concern:    Please be advised that on December 21, 2023, Deli Management, Inc. d/b/a Jason’s Deli (“Jason’s Deli”)  learned that an unauthorized party had obtained an unknown number of login credentials (usernames and  passwords) of our online account holders, including our Deli Dollar rewards accounts, most likely from  other data breaches or other sources not involving Jason’s Deli. These unauthorized parties apparently used  these login credentials to determine if they matched those of our reward and online accounts – what is  referred to as “credential stuffing.” We do not know the number of accounts that the unauthorized party  was able to access, but out of an abundance of caution, we a"
2024,1-29-2024,Bankers Life and Casualty Company,https://www.iowaattorneygeneral.gov/media/cms/1292024_Bankers_Life_and_Casualty_C_7B78D5CFB9EE1.pdf,,,,Unauthorized Access,"    One American Square | Suite 2900 | Indianapolis, IN 46282-0200  Chicago  Columbus  DuPage County, Ill.  Indianapolis  New York  Philadelphia  Washington, D.C.            January 29, 2024  SID BOSE  DIRECT NUMBER: 312-236-2243  SID.BOSE@icemiller.com    CONFIDENTIAL    VIA E-MAIL (CONSUMER@AG.IOWA.GOV)      Office of the Iowa Attorney General  Consumer Protection Division  Attn: Security Breach Notification  1305 E. Walnut St.  Des Moines, Iowa 50319    Re: Written Notification of a Security Breach    To Whom It May Concern:      On behalf of my clients, Bankers Life and Casualty Company (“Bankers Life”), I am  hereby submitting a written notification of a security breach, in compliance with Iowa Code  Chapter 715C.    On November 29, 2023, Bankers Life became aware that a sophisticated threat actor,  believed to be “Scattered Spider,” targeted the Verizon cellular account belonging to a company  senior officer. The threat actor conducted a highly coordinated, and complex “SIM swapp"
2024,1-29-2024,Texas Wesleyan University,https://www.iowaattorneygeneral.gov/media/cms/1292024_Texas_Wesleyan_University_F731515B5E101.pdf,"October 6, 2023","October 6, 2023",,Theft,"    292058465v.1    January 29, 2024                      Anjali C. Das  312.821.6164 (direct)  Anjali.Das@wilsonelser.com    Via Email:    Note: submission is through email    Attorney General Thomas Miller  Office of the Attorney General  Attn: Security Breach Notification  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov    Re:  Cybersecurity Incident Involving Texas Wesleyan University    Dear Attorney General Miller:    Wilson Elser Moskowitz Edelman and Dicker LLP (“Wilson Elser”) represents Texas Wesleyan  University (“TXWES”), a private university located at 1201 Wesleyan Street, Fort Worth, Texas  76105 with respect to a recent cybersecurity incident that was first discovered by TXWES on  October 6, 2023 (hereinafter, the “Incident”). TXWES takes the security and privacy of the  information in its control very seriously, and has taken steps to prevent a similar incident from  occurring in the "
2024,1-30-2024,GEICO Corporation (Delta Dental of California),https://www.iowaattorneygeneral.gov/media/cms/1302024_GEICO_Corporation_Delta_Den_D8B57FAEEE92B.pdf,,,,Unauthorized Access,"1      January 30, 2024      VIA EMAIL    Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, Iowa 50319-0106  consumer@ag.iowa.gov  Re: Third Party Security Incident    Dear Sir or Madam:    I am counsel writing on behalf of GEICO Corporation to inform you of a data security incident  that occurred. GEICO Corporation provides dental insurance to employees of the GEICO  companies (collectively “GEICO”) through Delta Dental of California and affiliates (“DDC”).    On June 1, 2023, DDC learned of the global exploit of the file transfer tool called MOVEit. On  July 6, 2023, DDC determined that the exploit allowed unauthorized actors to take files from the  DDC MOVEit server. DDC was working with a vendor to review the files for any protected  health information and notified GEICO that its employees were affected by the incident around  December 22, 2023.     We assure you that GEICO takes this issue, and t"
2024,2-1-2024,TRISTAR Insurance Group,https://www.iowaattorneygeneral.gov/media/cms/212024_TRISTAR_Insurance_Group_Inc_1AC1D926820F4.pdf,,,,Unauthorized Access,"Christopher J. DiIenno  Office: (267) 930-4775  Fax: (267) 930-4771  Email: cdiienno@mullen.law 426 W. Lancaster Avenue, Suite 200  Devon, PA 19333 Mullen.law  February 1, 2024  VIA E-MAIL  Office of the Attorney General of Iowa  Consumer Protection Division  Security Breach Notifications  1305 E. Walnut Street  Des Moines, IA 50319-0106  E-mail: consumer@ag.iowa.gov Re:  Notice of Data Event  To Whom It May Concern:  We represent TRISTAR Insurance Group (“TRISTAR”) located at 100 Oceangate #840, Long Beach, CA 90802,  and are writing to notify your office of an incident that may affect the security of certain personal information relating  to six thousand sixty-nine (6,069) Iowa residents.  TRISTAR is a third-party insurance claims administrator,  managing claims for several alternatively funded entities in both the private and public insurance segments.   TRISTAR is providing this notification on behalf of itself and its customers, as those customers’ data was stored on  TRISTAR syst"
2024,2-9-2024,"Trinity Universal Insurance Company,",https://www.iowaattorneygeneral.gov/media/cms/292024_Trinity_Universal_Insurance__835B0B26ED37C.pdf,,,,Theft,"Patrick H. Haggerty  direct dial: 513.929.3412  phaggerty@bakerlaw.com            February 9, 2024    VIA EMAIL (CONSUMER@AG.IOWA.GOV)  Consumer Protection Division  Security Breach Notifications  Office of the Attorney General of Iowa  1305 E. Walnut Street  Des Moines, IA  50319-0106 Re:  Incident Notification      Dear Sir or Madam:  I am writing on behalf of my client, Trinity Universal Insurance Company and its subsidiaries  (“the Company”)1, to notify you of a data security incident involving Hawaii residents.  On July 11, 2023, the Company discovered that a padlocked case (“lockbox”) containing backup  tapes of certain servers was missing from its Jacksonville, Florida office. The Company  immediately launched an investigation and was able to determine that, sometime between July 7  and July 10, 2023, the lockbox went missing from the Jacksonville Office Mail Room Vestibule.  The Company personnel searched the Jacksonville office for the lockbox and were unable to locate  the mi"
