Organization,Industry,Date Reported,Date of Incident,Date of Discovery,State,Residents Affected,Breach Type,Notes
Gloria Jean's Coffees,,9/22/2008,,,Massachusetts,Unknown,Unknown,
PSS World Medical,,9/23/2008,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc.",,9/23/2008,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc.",,9/23/2008,,,Massachusetts,Unknown,Unknown,
"Ameriprise Financial Services,
Inc.",,9/23/2008,,,Massachusetts,Unknown,Unknown,
Intuit,,9/24/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,9/24/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,9/24/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,9/24/2008,,,Massachusetts,Unknown,Unknown,
Orbitz Worldwide,,9/26/2008,,,Massachusetts,Unknown,Unknown,
"City of Coral Springs, FL",,9/29/2008,,,Massachusetts,Unknown,Unknown,
Vanguard,,9/29/2008,,,Massachusetts,Unknown,Unknown,
"NiSource-Bay State Gas
Company",,9/29/2008,,,Massachusetts,Unknown,Unknown,
"Allsup, Inc.",,9/30/2008,,,Massachusetts,Unknown,Unknown,
"AmeriCredit Financial Services,
Inc.",,9/30/2008,,,Massachusetts,Unknown,Unknown,
Swansea Dental Associates,,9/30/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,10/1/2008,,,Massachusetts,Unknown,Unknown,
CollegeNet,,10/2/2008,,,Massachusetts,Unknown,Unknown,
"U. North Dakota Alumni
Foundation",,10/9/2008,,,Massachusetts,Unknown,Unknown,
Shell Oil Company,,10/10/2008,,,Massachusetts,Unknown,Unknown,
Wyndham Hotels & resports,,10/14/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,10/14/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,10/14/2008,,,Massachusetts,Unknown,Unknown,
"SGS North America, Inc.",,10/14/2008,,,Massachusetts,Unknown,Unknown,
PGA Tour,,10/14/2008,,,Massachusetts,Unknown,Unknown,
CIGNA HealthCare,,10/14/2008,,,Massachusetts,Unknown,Unknown,
Vanguard,,10/14/2008,,,Massachusetts,Unknown,Unknown,
"Cole National Group, Inc.",,10/17/2008,,,Massachusetts,Unknown,Unknown,
"USAA Investment Management
Company",,10/20/2008,,,Massachusetts,Unknown,Unknown,
Fidelity Investments,,10/20/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,10/20/2008,,,Massachusetts,Unknown,Unknown,
Vanguard,,10/22/2008,,,Massachusetts,Unknown,Unknown,
Capital One Bank (USA) N.A.,,10/23/2008,,,Massachusetts,Unknown,Unknown,
"New England Rehabilitation
Hospital",,10/23/2008,,,Massachusetts,Unknown,Unknown,
"Pattern Recognition
Management, Inc.",,10/23/2008,,,Massachusetts,Unknown,Unknown,
Vanguard,,10/27/2008,,,Massachusetts,Unknown,Unknown,
UMass Memorial Medical Center,,10/29/2008,,,Massachusetts,Unknown,Unknown,
Merrill Lynch,,10/29/2008,,,Massachusetts,Unknown,Unknown,
The Proctor & Gamble Company,,10/30/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,10/30/2008,,,Massachusetts,Unknown,Unknown,
"Clarendon National Insurance
Company",,10/30/2008,,,Massachusetts,Unknown,Unknown,
schematic,,11/3/2008,,,Massachusetts,Unknown,Unknown,
Howland Capital Management,,11/3/2008,,,Massachusetts,Unknown,Unknown,
Express Scripts,,11/3/2008,,,Massachusetts,Unknown,Unknown,
"Rehabilitation Hospital of the
Cape & Islands",,11/3/2008,,,Massachusetts,Unknown,Unknown,
"Arthur Bell Certified Public
Accountants",,11/4/2008,,,Massachusetts,Unknown,Unknown,
Harvard University - Law School,,11/5/2008,,,Massachusetts,Unknown,Unknown,
"National Association of Chain
Drug Stores Foundation",,11/5/2008,,,Massachusetts,Unknown,Unknown,
Wells Real Estate Funds,,11/6/2008,,,Massachusetts,Unknown,Unknown,
Brigham and Women's Hospital,,11/6/2008,,,Massachusetts,Unknown,Unknown,
"Emergency Medical Associates of
New Jersey",,11/6/2008,,,Massachusetts,Unknown,Unknown,
"Shaughnessy-Kaplan
Rehabilitation Hospital",,11/7/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,11/10/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,11/10/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,11/10/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,11/10/2008,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc.",,11/12/2008,,,Massachusetts,Unknown,Unknown,
Symantec Corporation,,11/17/2008,,,Massachusetts,Unknown,Unknown,
The Nielsen Company,,11/17/2008,,,Massachusetts,Unknown,Unknown,
"DaVita, Inc.",,11/17/2008,,,Massachusetts,Unknown,Unknown,
GMAC Mortgage LLC,,11/17/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,11/17/2008,,,Massachusetts,Unknown,Unknown,
Kraft Foods,,11/18/2008,,,Massachusetts,Unknown,Unknown,
Starbucks Coffe Company,,11/18/2008,,,Massachusetts,Unknown,Unknown,
"Commonwealth Financial
Network",,11/20/2008,,,Massachusetts,Unknown,Unknown,
"SPS New England, Inc.",,11/21/2008,,,Massachusetts,Unknown,Unknown,
"Massachusetts Mutual Life
Insurance Company",,11/25/2008,,,Massachusetts,Unknown,Unknown,
Save the Children,,11/25/2008,,,Massachusetts,Unknown,Unknown,
"RoadSafe Traffic Systems, Inc.",,11/28/2008,,,Massachusetts,Unknown,Unknown,
TD Banknorth,,11/28/2008,,,Massachusetts,Unknown,Unknown,
"Ameriprise Financial, Inc.",,12/1/2008,,,Massachusetts,Unknown,Unknown,
"The Commonwealth of MA -
Department of Transitional
Assistance",,12/3/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,12/3/2008,,,Massachusetts,Unknown,Unknown,
LPL Financial,,12/4/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,12/5/2008,,,Massachusetts,Unknown,Unknown,
The World Bank,,12/5/2008,,,Massachusetts,Unknown,Unknown,
Horizon Lines,,12/8/2008,,,Massachusetts,Unknown,Unknown,
Hewlett-Packard Company,,12/8/2008,,,Massachusetts,Unknown,Unknown,
"Science Applications International
Corporation",,12/9/2008,,,Massachusetts,Unknown,Unknown,
Rochester Institute of Technology,,12/10/2008,,,Massachusetts,Unknown,Unknown,
"YMCA of Metropolitan Los
Angeles",,12/10/2008,,,Massachusetts,Unknown,Unknown,
"Starwood Hotels & Resorts
Worldwide, Inc.",,12/12/2008,,,Massachusetts,Unknown,Unknown,
Greenfield Savings Bank,,12/12/2008,,,Massachusetts,Unknown,Unknown,
State Farm Insurance Companies,,12/12/2008,,,Massachusetts,Unknown,Unknown,
Caroll Enterprises Inc.,,12/12/2008,,,Massachusetts,Unknown,Unknown,
Neighborhood Health Plan,,12/15/2008,,,Massachusetts,Unknown,Unknown,
"Automatic Data Processing, Inc.",,12/15/2008,,,Massachusetts,Unknown,Unknown,
"Circuit City Stores, Inc.",,12/15/2008,,,Massachusetts,Unknown,Unknown,
"Raymond James & Associates,
Inc.",,12/15/2008,,,Massachusetts,Unknown,Unknown,
"Lehigh Hanson, Inc.",,12/15/2008,,,Massachusetts,Unknown,Unknown,
"DJO, LLC",,12/17/2008,,,Massachusetts,Unknown,Unknown,
Pulte Homes,,12/17/2008,,,Massachusetts,Unknown,Unknown,
Merrill Lynch,,12/17/2008,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - GIC,,12/17/2008,,,Massachusetts,Unknown,Unknown,
Norfolk Southern Corp,,12/18/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,12/18/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,12/18/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,12/18/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,12/18/2008,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,12/18/2008,,,Massachusetts,Unknown,Unknown,
"United Cerebal Palsy of
MetroBoston, Inc",,12/22/2008,,,Massachusetts,Unknown,Unknown,
LPL Financial,,12/23/2008,,,Massachusetts,Unknown,Unknown,
Spaulding Rehabilitation Hospital,,12/24/2008,,,Massachusetts,Unknown,Unknown,
The Pepsi Bottling Group,,12/24/2008,,,Massachusetts,Unknown,Unknown,
Vonage America Inc.,,12/24/2008,,,Massachusetts,Unknown,Unknown,
"Siebels Bruce Group, Inc.",,12/26/2008,,,Massachusetts,Unknown,Unknown,
State Street,,12/28/2008,,,Massachusetts,Unknown,Unknown,
North Pacific Group,,12/29/2008,,,Massachusetts,Unknown,Unknown,
Federated Insurance,,12/29/2008,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc.",,12/29/2008,,,Massachusetts,Unknown,Unknown,
Merrill Lynch,,12/31/2008,,,Massachusetts,Unknown,Unknown,
UMass Dartmouth,,1/5/2009,,,Massachusetts,Unknown,Unknown,
Idearc Media LLC,,1/8/2009,,,Massachusetts,Unknown,Unknown,
Kayak Software Corporation,,1/9/2009,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,1/12/2009,,,Massachusetts,Unknown,Unknown,
Capital One,,1/12/2009,,,Massachusetts,Unknown,Unknown,
Framingham State College,,1/12/2009,,,Massachusetts,Unknown,Unknown,
UnitedHealthcare,,1/12/2009,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,1/14/2009,,,Massachusetts,Unknown,Unknown,
"Ameriprise Financial, Inc.",,1/15/2009,,,Massachusetts,Unknown,Unknown,
"North Shore Medical Center
(NSMC)",,1/16/2009,,,Massachusetts,Unknown,Unknown,
"Beth Israel Deaconess Medical
Center",,1/20/2009,,,Massachusetts,Unknown,Unknown,
Walgreens,,1/20/2009,,,Massachusetts,Unknown,Unknown,
Occidental Petroleum Corporation,,1/22/2009,,,Massachusetts,Unknown,Unknown,
"SRA International, Inc.",,1/22/2009,,,Massachusetts,Unknown,Unknown,
Raymond James Financial,,1/22/2009,,,Massachusetts,Unknown,Unknown,
Capital One,,1/23/2009,,,Massachusetts,Unknown,Unknown,
Seventh-Day Adventist Church,,1/23/2009,,,Massachusetts,Unknown,Unknown,
"Children's Hospital, Boston",,1/27/2009,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc.",,1/27/2009,,,Massachusetts,Unknown,Unknown,
TD Banknorth,,1/27/2009,,,Massachusetts,Unknown,Unknown,
"The Prudential insurance
Company of America",,1/28/2009,,,Massachusetts,Unknown,Unknown,
RBC Wealth Management,,1/28/2009,,,Massachusetts,Unknown,Unknown,
Granite Savings Bank,,1/29/2009,,,Massachusetts,Unknown,Unknown,
Chelsea Bank,,1/29/2009,,,Massachusetts,Unknown,Unknown,
"Lear Siegler Services, Inc.",,1/29/2009,,,Massachusetts,Unknown,Unknown,
American Express Company,,1/29/2009,,,Massachusetts,Unknown,Unknown,
Beverly National Bank,,1/30/2009,,,Massachusetts,Unknown,Unknown,
Citizens-Union Savings Bank,,1/30/2009,,,Massachusetts,Unknown,Unknown,
"Commerce Bank & Trust
Company",,2/2/2009,,,Massachusetts,Unknown,Unknown,
Barre Savings Bank,,2/2/2009,,,Massachusetts,Unknown,Unknown,
Peoples Federal Savings Bank,,2/2/2009,,,Massachusetts,Unknown,Unknown,
Mechanics Cooperative Bank,,2/2/2009,,,Massachusetts,Unknown,Unknown,
"Student Loan Xpress, CIT Group,
Inc.",,2/2/2009,,,Massachusetts,Unknown,Unknown,
Enterprise Bank,,2/3/2009,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - DOR,,2/3/2009,,,Massachusetts,Unknown,Unknown,
"Fairway Independent Mortgage,
Inc.",,2/4/2009,,,Massachusetts,Unknown,Unknown,
LPL Financial Corporation,,2/5/2009,,,Massachusetts,Unknown,Unknown,
LPL Financial Corporation,,2/5/2009,,,Massachusetts,Unknown,Unknown,
"The Commonwealth of MA -
Board of Medicine",,2/5/2009,,,Massachusetts,Unknown,Unknown,
"First Citizen's Federal Credit
Union",,2/5/2009,,,Massachusetts,Unknown,Unknown,
Wakefield Coopertive Bank,,2/6/2009,,,Massachusetts,Unknown,Unknown,
LPL Financial,,2/6/2009,,,Massachusetts,Unknown,Unknown,
Compass Group,,2/6/2009,,,Massachusetts,Unknown,Unknown,
MoneyGram International,,2/9/2009,,,Massachusetts,Unknown,Unknown,
Millbury Savings Bank,,2/9/2009,,,Massachusetts,Unknown,Unknown,
Crawford and Company,,2/9/2009,,,Massachusetts,Unknown,Unknown,
Mansfield Bank,,2/10/2009,,,Massachusetts,Unknown,Unknown,
Archdiocese of Boston,,2/10/2009,,,Massachusetts,Unknown,Unknown,
"Citizens Financial Group, Inc.",,2/10/2009,,,Massachusetts,Unknown,Unknown,
JetDirect Avaiation,,2/11/2009,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,2/11/2009,,,Massachusetts,Unknown,Unknown,
Stonehill College,,2/12/2009,,,Massachusetts,Unknown,Unknown,
Mercer,,2/13/2009,,,Massachusetts,Unknown,Unknown,
"BlackRock, Inc.",,2/13/2009,,,Massachusetts,Unknown,Unknown,
Middlesex Savings Bank,,2/17/2009,,,Massachusetts,Unknown,Unknown,
The Cooperative Bank,,2/17/2009,,,Massachusetts,Unknown,Unknown,
Cape Cod Cooperative Bank,,2/17/2009,,,Massachusetts,Unknown,Unknown,
"Revenue Assurance Professional,
LLC",,2/17/2009,,,Massachusetts,Unknown,Unknown,
Fresenius Medical Care,,2/17/2009,,,Massachusetts,Unknown,Unknown,
"Motorola, Inc.",,2/17/2009,,,Massachusetts,Unknown,Unknown,
The Home Depot,,2/17/2009,,,Massachusetts,Unknown,Unknown,
"The Newburyport Five Cents
Savings Bank",,2/18/2009,,,Massachusetts,Unknown,Unknown,
Colonial Federal Savings Bank,,2/18/2009,,,Massachusetts,Unknown,Unknown,
Saugusbank,,2/18/2009,,,Massachusetts,Unknown,Unknown,
"Commonwealth Worldwide
Chaffeured Transportation",,2/18/2009,,,Massachusetts,Unknown,Unknown,
Capital One,,2/19/2009,,,Massachusetts,Unknown,Unknown,
"Milford Federal Savings and Loan
Association",,2/19/2009,,,Massachusetts,Unknown,Unknown,
Capital One,,2/19/2009,,,Massachusetts,Unknown,Unknown,
Family Federal Savings,,2/20/2009,,,Massachusetts,Unknown,Unknown,
Merrimac Savings Bank,,2/23/2009,,,Massachusetts,Unknown,Unknown,
Greenfield Savings Bank,,2/23/2009,,,Massachusetts,Unknown,Unknown,
Monadnock Community Bank,,2/23/2009,,,Massachusetts,Unknown,Unknown,
Greenfield Savings Bank,,2/23/2009,,,Massachusetts,Unknown,Unknown,
Bridgewater Savings,,2/23/2009,,,Massachusetts,Unknown,Unknown,
Danversbank,,2/24/2009,,,Massachusetts,Unknown,Unknown,
"Pearson Education, Inc.",,2/25/2009,,,Massachusetts,Unknown,Unknown,
Strata Bank,,2/26/2009,,,Massachusetts,Unknown,Unknown,
Bank of Canton,,2/26/2009,,,Massachusetts,Unknown,Unknown,
Northmark Bank,,2/27/2009,,,Massachusetts,Unknown,Unknown,
Bright Horizons Family Solutions,,2/27/2009,,,Massachusetts,Unknown,Unknown,
Northern Bank & Trust Company,,2/27/2009,,,Massachusetts,Unknown,Unknown,
St. Mary's Credit Union,,2/27/2009,,,Massachusetts,Unknown,Unknown,
Capgemini,,3/2/2009,,,Massachusetts,Unknown,Unknown,
Northmark Bank,,3/2/2009,,,Massachusetts,Unknown,Unknown,
Macy'c Inc.,,3/2/2009,,,Massachusetts,Unknown,Unknown,
"Milford Federal Savings and Loan
Association",,3/3/2009,,,Massachusetts,Unknown,Unknown,
National City Bank,,3/5/2009,,,Massachusetts,Unknown,Unknown,
Mercantile Bank,,3/5/2009,,,Massachusetts,Unknown,Unknown,
"John Hancock Life Insurance
Company",,3/6/2009,,,Massachusetts,Unknown,Unknown,
Educational Testing Service,,3/6/2009,,,Massachusetts,Unknown,Unknown,
"City of Chicago - Dept. of
Revenue",,3/6/2009,,,Massachusetts,Unknown,Unknown,
North Middlesex Savings Bank,,3/8/2009,,,Massachusetts,Unknown,Unknown,
HomEq Servicing,,3/9/2009,,,Massachusetts,Unknown,Unknown,
Haverhill Bank,,3/9/2009,,,Massachusetts,Unknown,Unknown,
East Boston Savings Bank,,3/9/2009,,,Massachusetts,Unknown,Unknown,
Entity Beauty Inc.,,3/9/2009,,,Massachusetts,Unknown,Unknown,
South Adams Savings Bank,,3/9/2009,,,Massachusetts,Unknown,Unknown,
Ultimate Ears,,3/9/2009,,,Massachusetts,Unknown,Unknown,
State Farm Insurance Companies,,3/11/2009,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,3/11/2009,,,Massachusetts,Unknown,Unknown,
GMAC Residential,,3/12/2009,,,Massachusetts,Unknown,Unknown,
Stoneham Bank,,3/13/2009,,,Massachusetts,Unknown,Unknown,
Broome Community College,,3/16/2009,,,Massachusetts,Unknown,Unknown,
Citizens Financial Group Inc.,,3/16/2009,,,Massachusetts,Unknown,Unknown,
Navy Federal Credit Union,,3/16/2009,,,Massachusetts,Unknown,Unknown,
Ultimate Ears,,3/16/2009,,,Massachusetts,Unknown,Unknown,
South Adams Savings Bank,,3/16/2009,,,Massachusetts,Unknown,Unknown,
North Easton Savings Bank,,3/18/2009,,,Massachusetts,Unknown,Unknown,
Millbury Savings Bank,,3/18/2009,,,Massachusetts,Unknown,Unknown,
Premier Source Credit Union,,3/18/2009,,,Massachusetts,Unknown,Unknown,
North Easton Savings Bank,,3/18/2009,,,Massachusetts,Unknown,Unknown,
"International Cake Exploration
Societe",,3/19/2009,,,Massachusetts,Unknown,Unknown,
Luso American Credit Union,,3/19/2009,,,Massachusetts,Unknown,Unknown,
Braintree Cooperative Bank,,3/19/2009,,,Massachusetts,Unknown,Unknown,
"Catalent Pharma Solutions, Inc.",,3/20/2009,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,3/23/2009,,,Massachusetts,Unknown,Unknown,
LifeWatch Corp.,,3/23/2009,,,Massachusetts,Unknown,Unknown,
TravelCLICK Inc.,,3/23/2009,,,Massachusetts,Unknown,Unknown,
Children's Hospital Boston,,3/23/2009,,,Massachusetts,Unknown,Unknown,
Catalent Pharma Solutions,,3/23/2009,,,Massachusetts,Unknown,Unknown,
Penton Media,,3/24/2009,,,Massachusetts,Unknown,Unknown,
Mass. State Board of Retirement,,3/24/2009,,,Massachusetts,Unknown,Unknown,
Stop & Shop,,3/24/2009,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,3/24/2009,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,3/24/2009,,,Massachusetts,Unknown,Unknown,
"Massachusetts Department of
Transitional Assistance",,3/25/2009,,,Massachusetts,Unknown,Unknown,
Lasell College,,3/27/2009,,,Massachusetts,Unknown,Unknown,
Symantec Corporation,,3/27/2009,,,Massachusetts,Unknown,Unknown,
ProCure,,3/30/2009,,,Massachusetts,Unknown,Unknown,
Bond Brothers,,3/30/2009,,,Massachusetts,Unknown,Unknown,
Xcel Energy,,3/30/2009,,,Massachusetts,Unknown,Unknown,
Procter & Gamble,,3/30/2009,,,Massachusetts,Unknown,Unknown,
Wheel Pros,,3/30/2009,,,Massachusetts,Unknown,Unknown,
Lee Bank,,4/1/2009,,,Massachusetts,Unknown,Unknown,
Partners Home . Care,,4/1/2009,,,Massachusetts,Unknown,Unknown,
CitiMortgage,,4/2/2009,,,Massachusetts,Unknown,Unknown,
GMAC Bank,,4/3/2009,,,Massachusetts,Unknown,Unknown,
"Massachusetts Financial Services
Company",,4/3/2009,,,Massachusetts,Unknown,Unknown,
Ameriprise Financial,,4/3/2009,,,Massachusetts,Unknown,Unknown,
Fujitsu Consulting Inc.,,4/3/2009,,,Massachusetts,Unknown,Unknown,
"State Street Bank & Trust
Company",,4/3/2009,,,Massachusetts,Unknown,Unknown,
"State Street Bank & Trust
Company",,4/3/2009,,,Massachusetts,Unknown,Unknown,
"Brazelton Touchpoint Project, Inc.",,4/7/2009,,,Massachusetts,Unknown,Unknown,
"Peninsula Orthapaedic
Associates",,4/9/2009,,,Massachusetts,Unknown,Unknown,
Bond Brothers,,4/9/2009,,,Massachusetts,Unknown,Unknown,
Peoples Bank,,4/10/2009,,,Massachusetts,Unknown,Unknown,
"The Prudential Insurance
Company of America",,4/13/2009,,,Massachusetts,Unknown,Unknown,
Chase Auto Finance Corp.,,4/13/2009,,,Massachusetts,Unknown,Unknown,
Cape Ann Savings Bank,,4/14/2009,,,Massachusetts,Unknown,Unknown,
"GMAC Mortgage, LLC",,4/14/2009,,,Massachusetts,Unknown,Unknown,
Fox Entertainment Group Inc.,,4/15/2009,,,Massachusetts,Unknown,Unknown,
Prudential Insurance,,4/15/2009,,,Massachusetts,Unknown,Unknown,
Salem Five Cents Savings Bank,,4/16/2009,,,Massachusetts,Unknown,Unknown,
Dean Bank,,4/21/2009,,,Massachusetts,Unknown,Unknown,
Immigrant Legal Resource Center,,4/21/2009,,,Massachusetts,Unknown,Unknown,
Humana Inc.,,4/21/2009,,,Massachusetts,Unknown,Unknown,
Children's Hospital Boston,,4/21/2009,,,Massachusetts,Unknown,Unknown,
Partners Home Care,,4/23/2009,,,Massachusetts,Unknown,Unknown,
The Commonwealth of MA - RMV,,4/23/2009,,,Massachusetts,Unknown,Unknown,
"Newburyport Five Cents Savings
Bank",,4/23/2009,,,Massachusetts,Unknown,Unknown,
State Street Bank and Trust Co.,,4/24/2009,,,Massachusetts,Unknown,Unknown,
Brown Brothers Harriman & Co.,,4/24/2009,,,Massachusetts,Unknown,Unknown,
Fair Point Communications,,4/24/2009,,,Massachusetts,Unknown,Unknown,
Shrewsbury Public Schools,,4/24/2009,,,Massachusetts,Unknown,Unknown,
Spencer Savings Bank,,4/26/2009,,,Massachusetts,Unknown,Unknown,
"Springfield Technical Community
College",,4/27/2009,,,Massachusetts,Unknown,Unknown,
"United Food and Commercial
Workers International",,4/27/2009,,,Massachusetts,Unknown,Unknown,
Experian,,4/27/2009,,,Massachusetts,Unknown,Unknown,
Transamerica,,4/28/2009,,,Massachusetts,Unknown,Unknown,
"Julie Breskin, Ph.D.",,4/29/2009,,,Massachusetts,Unknown,Unknown,
CIGNA,,4/29/2009,,,Massachusetts,Unknown,Unknown,
Commercial Insurance,,4/29/2009,,,Massachusetts,Unknown,Unknown,
Caritas Christi Health Care,,5/1/2009,,,Massachusetts,Unknown,Unknown,
DenteMax,,5/1/2009,,,Massachusetts,Unknown,Unknown,
LexisNexis,,5/4/2009,,,Massachusetts,Unknown,Unknown,
WaMu Investments,,5/4/2009,,,Massachusetts,Unknown,Unknown,
Tower Federal Credit Union,,5/4/2009,,,Massachusetts,Unknown,Unknown,
"Jones & Associates Insurance
Agency",,5/5/2009,,,Massachusetts,Unknown,Unknown,
Center for American Progress,,5/5/2009,,,Massachusetts,Unknown,Unknown,
Newton Manufacturing Co.,,5/6/2009,,,Massachusetts,Unknown,Unknown,
Office of Medicaid,,5/8/2009,,,Massachusetts,Unknown,Unknown,
Rockland Trust Company,,5/9/2009,,,Massachusetts,Unknown,Unknown,
"Comcast Cable Communications
Inc.",,5/11/2009,,,Massachusetts,Unknown,Unknown,
Pfizer Inc.,,5/11/2009,,,Massachusetts,Unknown,Unknown,
Cigna Health Care,,5/11/2009,,,Massachusetts,Unknown,Unknown,
American Express,,5/11/2009,,,Massachusetts,Unknown,Unknown,
Adobe Systems,,5/11/2009,,,Massachusetts,Unknown,Unknown,
Health Dialog,,5/13/2009,,,Massachusetts,Unknown,Unknown,
Lowell Five Cent Savings Bank,,5/14/2009,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,5/18/2009,,,Massachusetts,Unknown,Unknown,
"Webster Five Cents Savings
Bank",,5/18/2009,,,Massachusetts,Unknown,Unknown,
Framingham Co-Operative Bank,,5/18/2009,,,Massachusetts,Unknown,Unknown,
Bristol Community College,,5/19/2009,,,Massachusetts,Unknown,Unknown,
MassMutual Financial Group,,5/19/2009,,,Massachusetts,Unknown,Unknown,
Batteries.com LLC,,5/22/2009,,,Massachusetts,Unknown,Unknown,
